"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.244099455E1,-2.406172752E-1,2.941276789E0,9.442731857E0,9.893138569E0
1.245105036E1,5.841852427E-1,2.996343374E0,9.141061783E0,9.637341777E0
1.246101927E1,-6.224924326E-2,3.075352192E0,8.892065048E0,9.409064082E0
1.247101872E1,-1.628057212E-1,2.755726099E0,9.326612473E0,9.726573510E0
1.248097995E1,-2.597708702E-1,3.403357744E0,1.012029076E1,1.068038435E1
1.249098306E1,4.022258818E-1,2.846705914E0,9.859322548E0,1.026994456E1
1.250095962E1,-3.555389643E-1,3.302801132E0,1.116775417E1,1.165133626E1
1.251094790E1,-3.663128614E-1,2.992752075E0,1.040280628E1,1.083093388E1
1.252099804E1,-3.627215624E-1,2.961627483E0,1.074637413E1,1.115290820E1
1.253095161E1,2.765302956E-1,3.035847664E0,1.071165848E1,1.113698646E1
1.254093089E1,1.747767180E-1,3.536235809E0,1.059554005E1,1.117143587E1
1.255100803E1,-1.819593310E-1,2.509123325E0,9.257181168E0,9.592925113E0
1.256092560E1,-2.609679997E-1,3.044227362E0,1.052251625E1,1.095713342E1
1.257094939E1,1.771709323E-1,2.993949175E0,9.897629738E0,1.034205954E1
1.258100928E1,-5.255272985E-1,3.464409828E0,9.994594574E0,1.059104504E1
1.259096323E1,5.530605912E-1,2.865859509E0,1.020289040E1,1.061216279E1
1.260094670E1,-8.643068075E-1,3.020285368E0,1.120606136E1,1.163808237E1
1.261090894E1,8.259996027E-2,3.657143116E0,1.044470501E1,1.106676923E1
1.262088706E1,-5.123591423E-1,2.719813108E0,9.451110840E0,9.848014589E0
1.263091512E1,-5.363011956E-1,3.296815634E0,1.124795914E1,1.173342222E1
1.264089165E1,5.446808934E-1,2.803610086E0,1.039682102E1,1.078196615E1
1.265092241E1,-2.513911724E-1,3.215412855E0,8.913613319E0,9.479165562E0
1.266093629E1,-4.884171486E-1,3.224989653E0,1.075475407E1,1.123849832E1
1.267095023E1,6.835445762E-1,2.967612982E0,1.070567322E1,1.113038180E1
1.268108870E1,-3.280056417E-1,3.303998232E0,8.796297073E0,9.402065423E0
1.269099944E1,-3.699041605E-1,2.747346401E0,9.670180321E0,1.005967836E1
1.270094681E1,-2.992752194E-1,2.740163803E0,1.081700325E1,1.116268886E1
1.271090399E1,-1.819593310E-1,3.187879562E0,9.651026726E0,1.016553010E1
1.272090158E1,-1.939303428E-1,2.753331900E0,1.074876881E1,1.109749865E1
1.273103138E1,-3.303998411E-1,3.269282341E0,9.751583099E0,1.029032283E1
1.274100328E1,2.011129409E-1,3.016694069E0,9.074024200E0,9.564455275E0
1.275096123E1,-5.398924947E-1,2.981978178E0,1.051293945E1,1.094100424E1
1.276099020E1,3.363853395E-1,3.028665066E0,1.013944435E1,1.058745951E1
1.277096569E1,-5.853823423E-1,3.258508444E0,9.405621529E0,9.971272040E0
1.278093893E1,-2.537853718E-1,3.134010077E0,1.016937160E1,1.064436682E1
1.279096655E1,1.244984865E-1,3.462015629E0,1.061708736E1,1.116797189E1
1.280101537E1,5.674257874E-1,3.229778051E0,8.720879555E0,9.317037002E0
1.281097077E1,-4.967968464E-1,2.898181200E0,9.372102737E0,9.822554204E0
1.282108697E1,-1.101332754E-1,2.851494312E0,1.040280628E1,1.078710006E1
1.283101607E1,2.597708702E-1,3.228580952E0,9.419986725E0,9.961293378E0
1.284109913E1,-2.202665508E-1,3.320757866E0,9.507374763E0,1.007303951E1
1.285100815E1,-4.129997790E-1,2.844311714E0,1.022922707E1,1.062533596E1
1.286095516E1,-2.777273953E-1,2.922123194E0,9.220070839E0,9.676034453E0
1.287092617E1,-2.501940727E-1,3.216609955E0,8.779537201E0,9.353579536E0
1.288092667E1,-1.903390288E-1,2.901772499E0,9.968258858E0,1.038377086E1
1.289100792E1,-3.351882398E-1,3.369838953E0,9.642647743E0,1.022002061E1
1.290096355E1,2.298433632E-1,3.020285368E0,9.182960510E0,9.669628504E0
1.291093936E1,-3.160346150E-1,3.280056238E0,9.908403397E0,1.044198758E1
1.292105877E1,-2.873041928E-1,3.071760893E0,1.018613148E1,1.064309791E1
1.293105697E1,1.556231081E-2,2.758120298E0,8.795100212E0,9.217443111E0
1.294106357E1,-4.177882075E-1,3.004723072E0,9.671378136E0,1.013599836E1
1.295105788E1,2.442085743E-1,3.002328873E0,1.052850151E1,1.095093423E1
1.296101603E1,-1.125274822E-1,3.606864929E0,9.538499832E0,1.019828986E1
1.297098210E1,1.304839998E-1,2.768894196E0,8.501810074E0,8.942291411E0
1.298097214E1,-5.422866940E-1,2.606088638E0,9.821015358E0,1.017536808E1
1.299096316E1,-1.053448766E-1,2.789244890E0,8.785523415E0,9.218264819E0
1.300098617E1,-4.321534038E-1,3.092111588E0,9.751583099E0,1.023920327E1
1.301103417E1,-2.274491638E-2,3.226186752E0,9.703699112E0,1.022597549E1
1.302097267E1,-5.734112859E-1,2.882618904E0,9.136273384E0,9.597384206E0
1.303111342E1,1.340752989E-1,3.302801132E0,1.017176628E1,1.069538689E1
1.304102280E1,-2.394201607E-2,3.031059265E0,1.010472870E1,1.054957040E1
1.305096349E1,-2.466027737E-1,3.173514366E0,9.835380554E0,1.033763595E1
1.306106683E1,-4.273650050E-1,3.028665066E0,9.993397713E0,1.045100238E1
1.307098600E1,-3.950432837E-1,3.022679567E0,1.011191082E1,1.056141048E1
1.308099759E1,-7.206547260E-1,3.447650433E0,1.053688145E1,1.110997333E1
1.309093688E1,-2.861070931E-1,3.032256365E0,9.971850395E0,1.042661193E1
1.310097903E1,-3.770867586E-1,3.123236179E0,1.016578007E1,1.064142298E1
1.311095610E1,2.190694511E-1,3.330334663E0,9.769539833E0,1.032390570E1
1.312102864E1,-2.573766708E-1,2.993949175E0,9.199720383E0,9.678059182E0
1.313096941E1,3.591302410E-2,3.004723072E0,9.615114212E0,1.007373177E1
1.314094129E1,7.900865376E-2,3.025073767E0,9.700108528E0,1.016117213E1
1.315091273E1,-8.391677141E-1,3.295618534E0,1.008078671E1,1.063896445E1
1.316098395E1,6.584054977E-2,2.846705914E0,9.775525093E0,1.018179554E1
1.317105007E1,-8.978256583E-2,2.573766708E0,1.001255131E1,1.033844861E1
1.318097012E1,-7.649474144E-1,3.441664934E0,1.022324085E1,1.081410447E1
1.319095815E1,-9.576806426E-2,2.910152197E0,1.027351952E1,1.067817216E1
1.320099316E1,-1.927332431E-1,2.828749418E0,1.009994030E1,1.049036527E1
1.321095617E1,-2.573766708E-1,3.822343111E0,1.109832191E1,1.174092411E1
1.322090817E1,-1.675941199E-1,2.513911724E0,9.903614998E0,1.021907187E1
1.323090517E1,-4.046200812E-1,3.706224203E0,1.006282997E1,1.073127962E1
1.324091768E1,4.656722248E-1,2.705447912E0,9.776722908E0,1.015483185E1
1.325092793E1,-3.447650373E-1,2.991554976E0,1.055124664E1,1.097255986E1
1.326107805E1,-3.627215624E-1,3.228580952E0,1.037527275E1,1.087205530E1
1.327097361E1,-5.195417404E-1,3.426102638E0,1.060631371E1,1.115804612E1
1.328164639E1,-6.165069342E-1,2.835932016E0,1.019451046E1,1.059955823E1
1.329126529E1,-3.890577853E-1,3.124433279E0,1.027112484E1,1.074287926E1
1.330111023E1,-5.638344884E-1,3.233369350E0,1.008318043E1,1.060391976E1
1.331112220E1,-9.337386489E-2,3.102885485E0,9.406818390E0,9.905798768E0
1.332103569E1,3.651157618E-1,3.234566450E0,9.931148529E0,1.045100190E1
1.333104593E1,-3.938461840E-1,3.070563793E0,9.926360130E0,1.039788932E1
1.334099655E1,-1.783680320E-1,3.096899986E0,9.503783226E0,9.997224629E0
1.335095737E1,-5.279214978E-1,2.638410330E0,9.639056206E0,1.000756288E1
1.336091627E1,-1.795651317E-1,3.150769472E0,1.072003841E1,1.117491904E1
1.337092822E1,-7.625532150E-1,3.185485363E0,1.029746151E1,1.080585572E1
1.338094970E1,-6.823474914E-2,2.814383984E0,1.029386997E1,1.067188700E1
1.339093744E1,-9.923965931E-1,3.488351822E0,1.119049835E1,1.176353275E1
1.340094181E1,-4.010287821E-1,3.002328873E0,1.000058079E1,1.044923054E1
1.341094399E1,3.459621370E-1,3.107673883E0,9.991003990E0,1.046888186E1
1.342095108E1,-3.914519846E-1,2.693476915E0,1.028788471E1,1.064183370E1
1.343096063E1,-4.405331016E-1,3.385401249E0,9.787496567E0,1.036581401E1
1.344097340E1,-2.681505978E-1,2.845508814E0,9.194931984E0,9.628893983E0
1.345097979E1,-3.411737382E-1,3.101688385E0,9.998186111E0,1.047380522E1
1.346098448E1,-7.769184709E-1,3.300406933E0,1.040998936E1,1.094824948E1
1.347094633E1,-3.950432688E-2,2.920926094E0,8.735244751E0,9.210747565E0
1.348098275E1,-2.693476975E-1,2.965218782E0,9.527725220E0,9.982114930E0
1.349096046E1,-5.051765442E-1,3.339911461E0,1.103846741E1,1.154374179E1
1.350098132E1,3.651157618E-1,3.026270866E0,9.354146004E0,9.838275882E0
1.351095475E1,-4.584896266E-1,3.026270866E0,9.174580574E0,9.671683246E0
1.352106446E1,-1.101332754E-1,2.886210203E0,1.035252857E1,1.074789219E1
1.353097982E1,-5.315127969E-1,2.657563925E0,9.490615845E0,9.870002076E0
1.354103900E1,-7.050924301E-1,2.673126221E0,9.203310966E0,9.609562522E0
1.355099309E1,-1.999158412E-1,3.250128746E0,9.704896927E0,1.023661700E1
1.356101063E1,8.379705995E-2,2.959233284E0,9.568427086E0,1.001593133E1
1.357103540E1,-5.458779931E-1,2.803610086E0,9.521739960E0,9.940912642E0
1.358111479E1,-8.307880163E-1,3.934870481E0,1.170764637E1,1.237911136E1
1.359112498E1,-2.705447972E-1,3.174711466E0,1.059554005E1,1.106424224E1
1.360100808E1,-4.572925270E-1,3.175908566E0,9.023746490E0,9.577239289E0
1.361094163E1,-2.489969730E-1,2.294842243E0,9.578003883E0,9.852231159E0
1.362103040E1,2.154781483E-2,3.086126089E0,9.211690903E0,9.714931180E0
1.363098479E1,9.349357486E-1,3.118447781E0,8.416815758E0,9.024500480E0
1.364094198E1,1.915361360E-2,3.202244759E0,8.743624687E0,9.311590145E0
1.365092458E1,-6.392518282E-1,2.645592928E0,8.175002098E0,8.616174566E0
1.366092138E1,5.267243832E-2,3.592499733E0,1.082179165E1,1.140263142E1
1.367101078E1,-4.752490520E-1,3.165134668E0,1.060990524E1,1.108214909E1
1.368095448E1,-1.131260276E0,2.972401381E0,9.515754700E0,1.003317035E1
1.369091733E1,-5.937620401E-1,2.340332270E0,9.876082420E0,1.016694214E1
1.370108575E1,-7.146692276E-1,2.273294449E0,9.500192642E0,9.794502539E0
1.371099896E1,-2.298433632E-1,3.070563793E0,8.681375504E0,9.211268676E0
1.372101107E1,6.069301367E-1,2.477998734E0,7.727285862E0,8.137554221E0
1.373245962E1,-5.853823423E-1,3.737348795E0,8.550890923E0,9.350303956E0
1.374170090E1,4.644751251E-1,2.997540474E0,8.213309288E0,8.755537419E0
1.375141154E1,4.225766063E-1,3.711012602E0,1.021965027E1,1.088078293E1
1.376122786E1,-5.781996846E-1,2.709039211E0,9.053673744E0,9.467957361E0
1.377106252E1,-6.955155730E-1,3.581725836E0,1.028788471E1,1.091572598E1
1.378110685E1,-8.643068075E-1,2.521094322E0,9.925163269E0,1.027676062E1
1.379103701E1,-7.625532150E-1,2.606088638E0,1.116775417E1,1.149312484E1
1.380105809E1,-7.805097699E-1,3.128024578E0,1.162504673E1,1.206380722E1
1.381104563E1,3.507505357E-1,3.230975151E0,8.747216225E0,9.331453158E0
1.382095691E1,5.638344884E-1,3.082534790E0,8.817844391E0,9.358114648E0
1.383096404E1,3.615244627E-1,3.732560396E0,9.332598686E0,1.005783800E1
1.384109611E1,2.262520641E-1,3.010708570E0,8.391676903E0,8.918284439E0
1.385100264E1,-7.685387731E-1,2.937685490E0,8.133103371E0,8.681475584E0
1.386092141E1,-1.227028370E0,2.673126221E0,8.972270966E0,9.442078621E0
1.387092829E1,-7.721300721E-1,2.528276920E0,1.005445004E1,1.039616922E1
1.388090473E1,-6.105214357E-1,2.855085611E0,1.019929886E1,1.060895600E1
1.389107046E1,-6.835445762E-1,2.632424831E0,9.882067680E0,1.024949537E1
1.390099082E1,-3.399766386E-1,2.512714624E0,9.803058624E0,1.012567416E1
1.391094550E1,-2.908954918E-1,2.936488390E0,1.013944435E1,1.056010966E1
1.392118684E1,-2.226607651E-1,3.234566450E0,9.380482674E0,9.924991341E0
1.393105100E1,2.035071403E-1,3.080140591E0,9.230844498E0,9.733302181E0
1.394105559E1,-2.980781198E-1,3.199850559E0,1.001135445E1,1.051451911E1
1.395109138E1,-6.344634295E-2,3.319560766E0,9.006986618E0,9.599443581E0
1.396104428E1,4.189853072E-1,2.760514498E0,1.007839203E1,1.045801008E1
1.397105323E1,-7.134721279E-1,3.159149170E0,1.022563553E1,1.072627092E1
1.398102720E1,3.339911401E-1,3.260902643E0,9.527725220E0,1.007584160E1
1.399093169E1,1.125274822E-1,2.378639460E0,1.001733971E1,1.029648886E1
1.400099043E1,-7.781155705E-1,3.274070740E0,1.086129570E1,1.137069687E1
1.401095530E1,-1.256955862E-1,3.055001259E0,1.039203262E1,1.083250544E1
1.402099574E1,-5.111620426E-1,2.961627483E0,8.947132111E0,9.438416021E0
1.403095146E1,-5.231330991E-1,2.870647907E0,1.001015759E1,1.042677047E1
1.404103782E1,-1.436520964E-1,3.224989653E0,1.024718285E1,1.074364698E1
1.405095700E1,-2.621650994E-1,3.110068083E0,9.150638580E0,9.668269775E0
1.406094759E1,4.429273307E-2,3.215412855E0,1.017894840E1,1.067482235E1
1.407090488E1,-4.249708056E-1,2.936488390E0,9.837775230E0,1.027547496E1
1.408091003E1,-5.997475386E-1,2.797624588E0,1.010592556E1,1.050314866E1
1.409140160E1,-6.105214357E-1,3.002328873E0,1.051653099E1,1.095372718E1
1.410119589E1,-2.669534981E-1,3.236960649E0,9.835380554E0,1.035779364E1
1.411104553E1,-2.262520641E-1,2.712630510E0,9.510966301E0,9.892827415E0
1.412104585E1,-4.668693244E-1,2.932897091E0,1.066616821E1,1.107190122E1
1.413100002E1,2.394201607E-2,3.743334293E0,1.049977112E1,1.114712153E1
1.414094760E1,4.728548229E-1,2.624045134E0,9.464279175E0,9.832689604E0
1.415093839E1,-2.202665508E-1,3.260902643E0,1.064940929E1,1.113965537E1
1.416108728E1,-1.556231081E-1,2.831143618E0,1.053688145E1,1.091171221E1
1.417099473E1,-1.316810958E-2,3.026270866E0,1.001255131E1,1.045990786E1
1.418104245E1,2.573766708E-1,2.604891539E0,9.977835655E0,1.031546931E1
1.419099431E1,-2.705447972E-1,2.570175409E0,1.023162079E1,1.055296452E1
1.420103074E1,-1.304839998E-1,2.893392801E0,1.034534550E1,1.074313369E1
1.421097596E1,-4.991910458E-1,2.705447912E0,1.016338634E1,1.052915296E1
1.422097257E1,-8.463503122E-1,3.238157749E0,1.071525002E1,1.122579874E1
1.423108587E1,-5.985504016E-3,3.050212860E0,1.047104073E1,1.090626096E1
1.424103052E1,-6.368576288E-1,3.055001259E0,1.029746151E1,1.075994117E1
1.425097435E1,-5.135562420E-1,3.337517262E0,9.768342972E0,1.033553510E1
1.426097526E1,2.358288616E-1,3.008314371E0,9.943120003E0,1.039091940E1
1.427102372E1,-2.190694511E-1,3.161543369E0,1.028070164E1,1.075807483E1
1.428096995E1,-5.243301988E-1,2.882618904E0,9.471462250E0,9.914283184E0
1.429103506E1,2.525882721E-1,3.033453465E0,9.646238327E0,1.011511516E1
1.430099712E1,-9.636662006E-1,3.011905670E0,1.040520096E1,1.087512921E1
1.431107115E1,1.077390742E-2,2.906560898E0,9.982624054E0,1.039716285E1
1.432106566E1,4.788403399E-3,2.983175278E0,9.471462250E0,9.930153816E0
1.433100292E1,-3.615244627E-1,2.883816004E0,1.032379818E1,1.072510622E1
1.434096655E1,-2.597708702E-1,2.948459387E0,9.973047256E0,1.040300751E1
1.435103536E1,4.058171809E-1,3.149572372E0,9.757569313E0,1.026131827E1
1.436102027E1,-5.279214978E-1,3.223792553E0,9.406818390E0,9.957899967E0
1.437106672E1,-6.033388376E-1,3.049015760E0,9.916783333E0,1.039245431E1
1.438100645E1,-1.316810958E-2,2.983175278E0,8.730456352E0,9.226070467E0
1.439103281E1,-1.879448295E-1,2.845508814E0,1.006881523E1,1.046485947E1
1.440098049E1,-2.980781198E-1,3.337517262E0,9.915586472E0,1.046645724E1
1.441095834E1,-1.484405100E-1,2.477998734E0,9.222464561E0,9.550725883E0
1.442098226E1,-4.297592044E-1,3.371036053E0,9.897629738E0,1.046478148E1
1.443097472E1,-2.645592988E-1,2.725798607E0,9.026140213E0,9.432453382E0
1.444098294E1,-3.088520169E-1,3.497928619E0,9.920374870E0,1.052353229E1
1.445097806E1,-4.465186298E-1,2.795230389E0,8.737639427E0,9.184717446E0
1.446104112E1,1.999158412E-1,3.112462282E0,9.332598686E0,9.839958640E0
1.447098715E1,-3.040636182E-1,3.134010077E0,9.327810287E0,9.844923494E0
1.448109666E1,-1.065419763E-1,2.545036316E0,8.042123795E0,8.435894509E0
1.449168342E1,-4.165911078E-1,2.869450808E0,9.931148529E0,1.034577243E1
1.450131180E1,-1.544260085E-1,3.515885115E0,9.782708168E0,1.039647414E1
1.451110999E1,6.464344263E-2,2.347514868E0,8.274360657E0,8.601165567E0
1.452101108E1,-5.949591398E-1,3.270479441E0,9.774328232E0,1.032412246E1
1.453099913E1,1.256955862E-1,2.531868219E0,9.810241699E0,1.013247247E1
1.454093315E1,-1.233013868E-1,3.488351822E0,9.980229378E0,1.057302133E1
1.455092566E1,-4.201824069E-1,3.013102770E0,8.243236542E0,8.786711002E0
1.456091292E1,-3.232172430E-1,2.580949545E0,9.075222015E0,9.440626280E0
1.457093605E1,-2.214636505E-1,3.311181068E0,1.028309631E1,1.080532443E1
1.458101661E1,-1.268926859E-1,3.149572372E0,9.197325706E0,9.722484664E0
1.459100689E1,-2.166752517E-1,3.230975151E0,8.916007042E0,9.485848943E0
1.460103454E1,-1.771709323E-1,3.035847664E0,9.797073364E0,1.025818732E1
1.461096086E1,-3.363853395E-1,2.834734917E0,9.143456459E0,9.578709368E0
1.462097602E1,-1.963245422E-1,2.687491417E0,8.923190117E0,9.321184222E0
1.463096510E1,2.932897210E-1,3.010708570E0,1.002571964E1,1.047212678E1
1.464099564E1,1.783680320E-1,2.668337822E0,9.038111687E0,9.425460453E0
1.465101340E1,-4.357447028E-1,2.937685490E0,9.879673004E0,1.031638542E1
1.466093279E1,-6.224924326E-1,2.719813108E0,9.894038200E0,1.027992568E1
1.467093198E1,3.998316824E-1,3.675099611E0,9.588777542E0,1.027671530E1
1.468099008E1,-5.303156972E-1,2.212242365E0,9.354146004E0,9.626801051E0
1.469094813E1,-7.254431248E-1,3.268085241E0,1.026753426E1,1.079948650E1
1.470094965E1,-5.674257874E-1,3.027467966E0,9.715670586E0,1.019224162E1
1.471090791E1,-4.788403399E-3,3.468001127E0,9.430760384E0,1.004819865E1
1.472102004E1,-3.711012602E-1,2.922123194E0,9.538499832E0,9.982960440E0
1.473098461E1,-4.393360019E-1,2.625242233E0,1.040041256E1,1.073561802E1
1.474103489E1,-6.009446383E-1,3.385401249E0,9.913191795E0,1.049254248E1
1.475099553E1,6.344634295E-2,2.566584110E0,9.605537415E0,9.942722387E0
1.476106936E1,-2.059013397E-1,2.990357876E0,1.008916569E1,1.052501306E1
1.477104226E1,4.022258818E-1,2.959233284E0,9.139864922E0,9.615403168E0
1.478098522E1,2.920926213E-1,2.285265446E0,8.935160637E0,9.227396809E0
1.479092570E1,-7.769184709E-1,3.578134537E0,1.117733097E1,1.176177609E1
1.480094694E1,4.285621047E-1,3.222595453E0,9.634267807E0,1.016798422E1
1.481095956E1,-7.781155407E-2,3.381809950E0,1.023760605E1,1.078198826E1
1.482119787E1,-5.506663918E-1,2.624045134E0,1.073679733E1,1.106651089E1
1.483117852E1,-5.135562420E-1,3.380612850E0,1.068891335E1,1.122252876E1
1.484104785E1,2.741360962E-1,2.476801634E0,7.985859871E0,8.365623396E0
1.485103201E1,3.471592367E-1,1.632845521E0,1.123958015E1,1.136287226E1
1.486096909E1,-2.023100406E-1,4.938041210E0,1.470518684E1,1.551346836E1
1.487094364E1,-1.831564307E-1,3.241749048E0,6.794744492E0,7.530673003E0
1.488103941E1,-4.644751251E-1,2.317587137E0,8.449137688E0,8.773532638E0
1.489101279E1,-4.441244006E-1,3.144783974E0,1.297537613E1,1.335841676E1
1.490100848E1,5.374982953E-1,3.058592558E0,8.798690796E0,9.330640523E0
1.491109533E1,-1.215057373E0,3.137601376E0,1.129584408E1,1.178630562E1
1.492101975E1,4.070142806E-1,2.647987127E0,1.042914295E1,1.076775367E1
1.493095096E1,-3.567360640E-1,3.068169594E0,1.062067890E1,1.106072989E1
1.494092357E1,-3.758896589E-1,3.187879562E0,1.137126064E1,1.181564377E1
1.495093037E1,-8.212111592E-1,2.980781078E0,1.091516590E1,1.134461503E1
1.496090827E1,8.379706182E-3,2.224213362E0,9.466673851E0,9.724459322E0
1.497087672E1,-4.884171486E-1,2.881421804E0,1.132217979E1,1.169328432E1
1.498101445E1,-1.233013868E-1,3.365050554E0,1.057279491E1,1.109606961E1
1.499094781E1,1.029506683E0,3.428496838E0,8.775946617E0,9.477959359E0
1.500092299E1,1.687912196E-1,2.458845139E0,8.432378769E0,8.785181933E0
1.501098258E1,-6.069301367E-1,2.649184227E0,9.427168846E0,9.811118882E0
1.502094138E1,6.751648784E-1,3.089717388E0,1.114022064E1,1.158044546E1
1.503101828E1,-7.302315235E-1,4.152742863E0,1.051293945E1,1.132697697E1
1.504120973E1,-5.374982953E-1,2.639607430E0,8.656236649E0,9.065697144E0
1.505102895E1,-7.194576263E-1,3.216609955E0,1.145266342E1,1.191753743E1
1.506095356E1,1.484405100E-1,2.531868219E0,1.146104336E1,1.173830934E1
1.507092037E1,8.140286058E-2,2.911349297E0,1.060152531E1,1.099431307E1
1.508095177E1,-5.339069963E-1,3.046621561E0,1.103846741E1,1.146362605E1
1.509092447E1,9.337386489E-2,3.180696964E0,9.824606895E0,1.032707376E1
1.510091682E1,1.915361360E-2,3.365050554E0,1.079665279E1,1.130891877E1
1.511164600E1,3.483563364E-1,3.136404276E0,1.026753426E1,1.074153823E1
1.512125559E1,-1.951274425E-1,3.471592426E0,9.864110947E0,1.045900155E1
1.513104738E1,-3.160346150E-1,2.934094191E0,8.973467827E0,9.446264417E0
1.514099678E1,-5.327098966E-1,2.815581083E0,9.339780807E0,9.769482187E0
1.515093848E1,-2.513911761E-2,2.426523447E0,9.319430351E0,9.630183284E0
1.516092333E1,-4.991910458E-1,3.427299738E0,1.027471638E1,1.084275665E1
1.517087875E1,7.182604820E-2,2.275688648E0,9.127894402E0,9.407570038E0
1.518086696E1,-8.786720037E-1,3.184288263E0,9.138668060E0,9.717356130E0
1.519084657E1,7.661445141E-1,1.990778685E0,1.066975975E1,1.088089842E1
1.520088287E1,-2.873042040E-2,3.236960649E0,9.139864922E0,9.696178137E0
1.521089452E1,-5.865794048E-2,2.880224705E0,8.762778282E0,9.224175753E0
1.522089435E1,3.351882473E-2,2.844311714E0,1.056441498E1,1.094066252E1
1.523089776E1,-2.705447972E-1,3.276464939E0,9.922768593E0,1.045321738E1
1.524089197E1,2.142810524E-1,2.741360903E0,9.153033257E0,9.557143599E0
1.525089707E1,-4.153940082E-1,3.224989653E0,1.074757099E1,1.122868615E1
1.526088812E1,2.513911761E-2,3.444059134E0,9.737217903E0,1.032838747E1
1.527089965E1,7.781155407E-2,2.573766708E0,8.797493935E0,9.166582200E0
1.528092541E1,-8.463503122E-1,3.700238705E0,1.103128433E1,1.166607515E1
1.529092179E1,-1.831564307E-1,3.216609955E0,9.436745644E0,9.971574310E0
1.530091799E1,2.118868530E-1,3.331531763E0,8.024167061E0,8.690872048E0
1.531092908E1,2.992752194E-1,2.227804661E0,9.319430351E0,9.586681456E0
1.532087663E1,-2.896983922E-1,2.880224705E0,1.008916569E1,1.049623188E1
1.533091690E1,-3.112462163E-2,2.881421804E0,8.544905663E0,9.017703318E0
1.534091554E1,-3.914519846E-1,2.667140722E0,9.103952408E0,9.494673440E0
1.535090486E1,-2.825157940E-1,2.788047791E0,1.033337498E1,1.070661777E1
1.536090352E1,-5.710170865E-1,2.540247917E0,8.148665428E0,8.554511573E0
1.537091185E1,-3.076549172E-1,2.973598480E0,8.971074104E0,9.456062080E0
